OBJECTID,ROUNDID,MISSIONID,REGION_NAME,ISLAND,SITE,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,SITEVISITID,DATE_,OBS_YEAR,DIVER,REPLICATEID,REP,METHOD,PHOTOGRAPHER,TRAINING_YN,DEPTH,SURVEY_RADIUS_M,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,TUNICATE,ZOANTHID,CORALLIMORPH,CLAM,CYANO,SPONGE,OTHER,OTHER_TYPE,HABITAT_CODE,HABITAT_TYPE,CURRENT_STRENGTH,VISIBILITY,MIN_DEPTH,MAX_DEPTH,SUBSTRATE_HEIGHT_0,SUBSTRATE_HEIGHT_20,SUBSTRATE_HEIGHT_50,SUBSTRATE_HEIGHT_100,SUBSTRATE_HEIGHT_150,MAX_HEIGHT,URCHIN_DACOR,BORING_URCHIN_DACOR,SPECIES,TAXONNAME,COMMONNAME,COMMONFAMILYALL,FAMILY,SCIENTIFIC_NAME,RANK,TROPHIC,TROPHIC_MONREP,LW_A,LW_B,LMAX,LENGTH_CONVERSION_FACTOR,COUNT,SIZE_,OBS_TYPE,OBS_DESC
2288194,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,SCFO,Scarus forsteni,Forsten's parrotfish,Parrotfish,Scaridae,Scarus forsteni,Species,H,PRIMARY,0.01859,3.0455,55,1,1,34,N,Non-Instantaneous
2288195,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,SCFO,Scarus forsteni,Forsten's parrotfish,Parrotfish,Scaridae,Scarus forsteni,Species,H,PRIMARY,0.01859,3.0455,55,1,1,22,N,Non-Instantaneous
2288196,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,12,7,I,Instantaneous
2288197,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,12,8,I,Instantaneous
2288198,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,12,10,I,Instantaneous
2288199,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,5,12,I,Instantaneous
2288200,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,ACTR,Acanthurus triostegus,Convict surgeonfish,Surgeonfish,Acanthuridae,Acanthurus triostegus,Species,H,PRIMARY,0.08306,2.56968,27,0.87,5,15,I,Instantaneous
2288201,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,ACTR,Acanthurus triostegus,Convict surgeonfish,Surgeonfish,Acanthuridae,Acanthurus triostegus,Species,H,PRIMARY,0.08306,2.56968,27,0.87,5,16,I,Instantaneous
2288202,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,ACNF,Acanthurus nigrofuscus,Brown surgeonfish,Surgeonfish,Acanthuridae,Acanthurus nigrofuscus,Species,H,PRIMARY,0.02637,3.02837,23,0.91,2,11,I,Instantaneous
2288203,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,ACNF,Acanthurus nigrofuscus,Brown surgeonfish,Surgeonfish,Acanthuridae,Acanthurus nigrofuscus,Species,H,PRIMARY,0.02637,3.02837,23,0.91,1,12,I,Instantaneous
2288204,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CTHA,Ctenochaetus hawaiiensis,Chevron tang,Surgeonfish,Acanthuridae,Ctenochaetus hawaiiensis,Species,H,PRIMARY,0.0162,3.0123,28,1,1,18,I,Instantaneous
2288205,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CTHA,Ctenochaetus hawaiiensis,Chevron tang,Surgeonfish,Acanthuridae,Ctenochaetus hawaiiensis,Species,H,PRIMARY,0.0162,3.0123,28,1,1,17,I,Instantaneous
2288206,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,RHRE,Rhinecanthus rectangulus,Wedge-tail triggerfish,Triggerfish,Balistidae,Rhinecanthus rectangulus,Species,MI,SECONDARY,0.0522,2.641,25,1,2,16,I,Instantaneous
2288207,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,RHRE,Rhinecanthus rectangulus,Wedge-tail triggerfish,Triggerfish,Balistidae,Rhinecanthus rectangulus,Species,MI,SECONDARY,0.0522,2.641,25,1,1,17,I,Instantaneous
2288208,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,MEVI,Melichthys vidua,Pinktail triggerfish,Triggerfish,Balistidae,Melichthys vidua,Species,H,PRIMARY,0.0058,3.554,34,1,2,16,I,Instantaneous
2288209,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CEAR,Cephalopholis argus,Peacock hind,Grouper,Serranidae,Cephalopholis argus,Species,Pisc,PISCIVORE,0.00929,3.18074,60,1,1,21,N,Non-Instantaneous
2288210,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CHCL,Cheilinus chlorourus,Floral wrasse,Wrasse,Labridae,Cheilinus chlorourus,Species,MI,SECONDARY,0.01972,2.99315,32,1,1,22,N,Non-Instantaneous
2288211,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,THQU,Thalassoma quinquevittatum,Fivestripe wrasse,Wrasse,Labridae,Thalassoma quinquevittatum,Species,MI,SECONDARY,0.0139,3,17,1,4,12,I,Instantaneous
2288212,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,THQU,Thalassoma quinquevittatum,Fivestripe wrasse,Wrasse,Labridae,Thalassoma quinquevittatum,Species,MI,SECONDARY,0.0139,3,17,1,6,9,I,Instantaneous
2288213,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,THQU,Thalassoma quinquevittatum,Fivestripe wrasse,Wrasse,Labridae,Thalassoma quinquevittatum,Species,MI,SECONDARY,0.0139,3,17,1,8,6,I,Instantaneous
2288214,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,GOVA,Gomphosus varius,Bird wrasse,Wrasse,Labridae,Gomphosus varius,Species,MI,SECONDARY,0.02437,2.70269,32,1,1,12,I,Instantaneous
2288215,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,PLIM,Plectroglyphidodon imparipennis,Brighteye damselfish,Damselfish,Pomacentridae,Plectroglyphidodon imparipennis,Species,MI,SECONDARY,0.0612,2.691,6,1,10,2,I,Instantaneous
2288216,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,PLIM,Plectroglyphidodon imparipennis,Brighteye damselfish,Damselfish,Pomacentridae,Plectroglyphidodon imparipennis,Species,MI,SECONDARY,0.0612,2.691,6,1,10,3,I,Instantaneous
2288217,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,PLIM,Plectroglyphidodon imparipennis,Brighteye damselfish,Damselfish,Pomacentridae,Plectroglyphidodon imparipennis,Species,MI,SECONDARY,0.0612,2.691,6,1,6,4,I,Instantaneous
2288218,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,PLPH,Plectroglyphidodon phoenixensis,Phoenix devil,Damselfish,Pomacentridae,Plectroglyphidodon phoenixensis,Species,H,PRIMARY,0.0612,2.691,8.5,1,2,4,I,Instantaneous
2288219,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,BLEN,Blenniidae,Blenny species,Blenny,Blenniidae,,Family,Pk,PLANKTIVORE,0.00218,3.90064,16.6,1,1,5,I,Instantaneous
2288220,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,PAHE,Paracirrhites hemistictus,Whitespot hawkfish,Hawkfish,Cirrhitidae,Paracirrhites hemistictus,Species,Pisc,PISCIVORE,0.0165,3.1253,28,1,1,12,I,Instantaneous
2288221,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CIPI,Cirrhitus pinnulatus,Stocky hawkfish,Hawkfish,Cirrhitidae,Cirrhitus pinnulatus,Species,MI,SECONDARY,0.0214,3,30,1,1,15,I,Instantaneous
2288222,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CIPI,Cirrhitus pinnulatus,Stocky hawkfish,Hawkfish,Cirrhitidae,Cirrhitus pinnulatus,Species,MI,SECONDARY,0.0214,3,30,1,2,13,I,Instantaneous
2288223,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,THTR,Thalassoma trilobatum,Christmas wrasse,Wrasse,Labridae,Thalassoma trilobatum,Species,MI,SECONDARY,0.0159,2.9718,33,1,1,20,F,After 5 minutes
2288224,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CHQU,Chaetodon quadrimaculatus,Fourspot butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon quadrimaculatus,Species,Cor,SECONDARY,0.0296,2.9895,16,1,2,11,T,After 10 minutes
2288590,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,CHUB,Kyphosus sp,,Chub,Kyphosidae,,Genus,H,PRIMARY,0.01285,3.15059,75,0.95,1,27,I,Instantaneous
2288591,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,15,8,I,Instantaneous
2288592,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,6,11,I,Instantaneous
2288593,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,2,13,I,Instantaneous
2288594,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,2,15,I,Instantaneous
2288595,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,ACTR,Acanthurus triostegus,Convict surgeonfish,Surgeonfish,Acanthuridae,Acanthurus triostegus,Species,H,PRIMARY,0.08306,2.56968,27,0.87,2,15,N,Non-Instantaneous
2288596,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,THQU,Thalassoma quinquevittatum,Fivestripe wrasse,Wrasse,Labridae,Thalassoma quinquevittatum,Species,MI,SECONDARY,0.0139,3,17,1,2,10,I,Instantaneous
2288597,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,THQU,Thalassoma quinquevittatum,Fivestripe wrasse,Wrasse,Labridae,Thalassoma quinquevittatum,Species,MI,SECONDARY,0.0139,3,17,1,1,12,I,Instantaneous
2288598,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,HASP,Halichoeres sp,,Wrasse,Labridae,,Genus,MI,SECONDARY,0.01601,2.98742,19.3,1,7,3,I,Instantaneous
2288599,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,HASP,Halichoeres sp,,Wrasse,Labridae,,Genus,MI,SECONDARY,0.01601,2.98742,19.3,1,7,4,I,Instantaneous
2288600,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,CHTL,Cheilinus trilobatus,Tripletail wrasse,Wrasse,Labridae,Cheilinus trilobatus,Species,MI,SECONDARY,0.01623,3.05947,45,1,1,25,I,Instantaneous
2288601,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,HAOR,Halichoeres ornatissimus,Ornamented wrasse,Wrasse,Labridae,Halichoeres ornatissimus,Species,MI,SECONDARY,0.0133,3,15,1,1,7,I,Instantaneous
2288602,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,PLIM,Plectroglyphidodon imparipennis,Brighteye damselfish,Damselfish,Pomacentridae,Plectroglyphidodon imparipennis,Species,MI,SECONDARY,0.0612,2.691,6,1,10,1,I,Instantaneous
2288603,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,PLIM,Plectroglyphidodon imparipennis,Brighteye damselfish,Damselfish,Pomacentridae,Plectroglyphidodon imparipennis,Species,MI,SECONDARY,0.0612,2.691,6,1,10,3,I,Instantaneous
2288604,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,PLIM,Plectroglyphidodon imparipennis,Brighteye damselfish,Damselfish,Pomacentridae,Plectroglyphidodon imparipennis,Species,MI,SECONDARY,0.0612,2.691,6,1,18,4,I,Instantaneous
2288605,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,PLIM,Plectroglyphidodon imparipennis,Brighteye damselfish,Damselfish,Pomacentridae,Plectroglyphidodon imparipennis,Species,MI,SECONDARY,0.0612,2.691,6,1,10,5,I,Instantaneous
2288606,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,PLPH,Plectroglyphidodon phoenixensis,Phoenix devil,Damselfish,Pomacentridae,Plectroglyphidodon phoenixensis,Species,H,PRIMARY,0.0612,2.691,8.5,1,1,3,I,Instantaneous
2288607,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,PLPH,Plectroglyphidodon phoenixensis,Phoenix devil,Damselfish,Pomacentridae,Plectroglyphidodon phoenixensis,Species,H,PRIMARY,0.0612,2.691,8.5,1,1,4,I,Instantaneous
2288608,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,PAHE,Paracirrhites hemistictus,Whitespot hawkfish,Hawkfish,Cirrhitidae,Paracirrhites hemistictus,Species,Pisc,PISCIVORE,0.0165,3.1253,28,1,1,16,I,Instantaneous
2288609,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,CIPI,Cirrhitus pinnulatus,Stocky hawkfish,Hawkfish,Cirrhitidae,Cirrhitus pinnulatus,Species,MI,SECONDARY,0.0214,3,30,1,1,14,I,Instantaneous
2288610,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,THTR,Thalassoma trilobatum,Christmas wrasse,Wrasse,Labridae,Thalassoma trilobatum,Species,MI,SECONDARY,0.0159,2.9718,33,1,1,23,F,After 5 minutes
2288611,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,RHRE,Rhinecanthus rectangulus,Wedge-tail triggerfish,Triggerfish,Balistidae,Rhinecanthus rectangulus,Species,MI,SECONDARY,0.0522,2.641,25,1,1,11,T,After 10 minutes
2288612,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,A_H,1845964255,A,nSPC,-1,0,3.7,7.5,1,,15,15,,0,,,,,,,69,,PAV,Pavement,None,23,3.6,5.1,90,10,0,0,0,0.5,O,D,CAME,Caranx melampygus,Bluefin trevally,Jack,Carangidae,Caranx melampygus,Species,Pisc,PISCIVORE,0.02866,2.974,117,0.89,1,26,T,After 10 minutes
